vc1,vc2,vc3,vc4,vc5,vc6,vc7,vc8,g1upper,g1lower,g2upper,g2lower,g3upper,g3lower,g4upper,g4lower,g5upper,g5lower,g6upper,g6lower,g7upper,g7lower,g8upper,g8lower,i1,i2,iout,vout
1091.927662,295.7180254,1065.18912,1523.559039,1091.869506,1536.168739,1104.932715,301.388943,0,1,0,1,1,0,0,1,0,1,1,0,1,0,1,0,-16.78000362,2.629531659,19.40953529,970.273005
1091.927654,295.7180233,1065.308801,1523.559028,1091.869498,1536.150039,1104.914019,301.3702522,0,1,0,1,1,0,0,1,0,1,1,0,1,0,1,0,-16.73256764,2.603297323,19.33586497,966.5902623
1091.927646,295.7180211,1065.428153,1523.559017,1091.869491,1536.131516,1104.895498,301.3517374,0,1,0,1,1,0,0,1,0,1,1,0,1,0,1,0,-16.68827338,2.580241314,19.26851469,963.2234557
1091.927638,295.718019,1065.547199,1523.559007,1091.869483,1536.113146,1104.877132,301.3333769,0,1,0,1,1,0,0,1,0,1,1,0,1,0,1,0,-16.64684349,2.560086418,19.20692992,960.1448634
1091.927631,295.7180169,1065.665959,1523.558996,1091.869475,1536.094912,1104.8589,301.315151,0,1,0,1,1,0,0,1,0,1,1,0,1,0,1,0,-16.608025,2.542579727,19.15060473,957.3291953
1091.927623,295.7180148,1065.78445,1523.558985,1091.869467,1536.076793,1104.840785,301.2970414,0,1,0,1,1,0,0,1,0,1,1,0,1,0,1,0,-16.5715871,2.527490506,19.09907761,954.7533802
1091.927615,295.7180127,1065.902689,1523.558974,1091.869459,1536.058775,1104.82277,301.2790318,0,1,0,1,1,0,0,1,0,1,1,0,1,0,1,0,-16.53731927,2.514608248,19.05192752,952.3963709
1091.927607,295.7180106,1066.020689,1523.558963,1091.869452,1536.040841,1104.804839,301.2611069,0,1,0,1,1,0,0,1,0,1,1,0,1,0,1,0,-16.50502947,2.503740899,19.00877037,950.2389663
1091.927599,295.7180085,1066.138466,1523.558952,1091.869444,1536.022978,1104.78698,301.2432532,0,1,0,1,1,0,0,1,0,1,1,0,1,0,1,0,-16.4745425,2.494713241,18.96925575,948.2636501
1091.927592,295.7180064,1066.256031,1523.558941,1091.869436,1536.005174,1104.769179,301.2254579,0,1,0,1,1,0,0,1,0,1,1,0,1,0,1,0,-16.44569858,2.487365413,18.933064,946.4544424
1091.927584,295.7180042,1066.373395,1523.55893,1091.869428,1535.987417,1104.751425,301.2077096,0,1,0,1,1,0,0,1,0,1,1,0,1,0,1,0,-16.41835192,2.481551564,18.89990349,944.7967652
1091.927576,295.7180021,1066.490568,1523.55892,1091.86942,1535.969697,1104.733707,301.1899978,0,1,0,1,1,0,0,1,0,1,1,0,1,0,1,0,-16.39236957,2.477138627,18.8695082,943.2773196
1091.927568,295.718,1066.607561,1523.558909,1091.869413,1535.952003,1104.716017,301.172313,0,1,0,1,1,0,0,1,0,1,1,0,1,0,1,0,-16.36763022,2.474005192,18.84163542,941.8839732
1091.92756,295.7179979,1066.72438,1523.558898,1091.869405,1535.934328,1104.698344,301.1546464,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,-16.34402325,2.472040487,18.81606374,940.6056578
1091.927553,295.7179958,1066.753538,1523.558883,1091.852813,1535.91331,1104.67733,301.1336379,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,-17.00644966,3.173192145,20.17964181,1008.770247
1091.927545,295.7179937,1066.782716,1523.558872,1091.833039,1535.889119,1104.653142,301.1094552,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,-17.62933811,3.834719136,21.46405726,1072.977535
1091.927537,295.7179916,1066.782708,1523.558861,1091.802668,1535.858745,1104.622771,301.0790906,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,-18.41718856,4.666777734,23.0839663,1153.955982
1091.927529,295.7179895,1066.782701,1523.55885,1091.766609,1535.822683,1104.586712,301.0430373,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,-19.13390372,5.427535973,24.5614397,1227.814141
1091.927521,295.7179873,1066.782693,1523.55884,1091.725349,1535.78142,1104.545452,301.0017824,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,-19.7857409,6.123231554,25.90897246,1295.176634
1091.927514,295.7179852,1066.782685,1523.558829,1091.679331,1535.735399,1104.499434,300.9557703,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,-20.37840851,6.759554954,27.13796347,1356.613282
1091.927506,295.7179831,1066.782678,1523.558818,1091.628962,1535.685026,1104.449064,300.9054066,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,-20.91711415,7.341697436,28.25881159,1412.643922
1091.927498,295.717981,1066.78267,1523.558807,1091.574611,1535.630672,1104.394713,300.8510612,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,-21.40660859,7.874394846,29.28100344,1463.742783
1091.92749,295.7179789,1066.782662,1523.558796,1091.516616,1535.572674,1104.336718,300.7930721,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,-21.85122584,8.361967559,30.2131934,1510.342495
1091.927482,295.7179768,1066.782655,1523.558785,1091.455286,1535.51134,1104.275388,300.7317473,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,-22.25491968,8.808356937,31.06327662,1552.837732
1091.927475,295.7179747,1066.782647,1523.558774,1091.390901,1535.446953,1104.211003,300.6673683,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,-22.62129707,9.21715857,31.83845564,1591.588546
1091.927467,295.7179726,1066.78264,1523.558763,1091.323719,1535.379767,1104.143821,300.6001919,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,-22.95364851,9.591652618,32.54530114,1626.9234
1091.927459,295.7179704,1066.782632,1523.558752,1091.253974,1535.310019,1104.074075,300.5304523,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,-23.25497588,9.934831478,33.18980736,1659.141945
1091.927451,295.7179683,1066.782624,1523.558742,1091.181879,1535.237921,1104.001981,300.4583635,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,-23.52801768,10.24942503,33.77744271,1688.517544
1091.927443,295.7179662,1066.782617,1523.558731,1091.107631,1535.16367,1103.927733,300.3841208,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,-23.77527218,10.53792367,34.31319585,1715.299577
1091.927436,295.7179641,1066.782609,1523.55872,1091.031407,1535.087443,1103.851508,300.3079025,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,-23.99901851,10.80259931,34.80161782,1739.715548
1091.927428,295.717962,1066.782601,1523.558709,1090.95337,1535.009403,1103.773472,300.2298714,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,-24.20133584,11.04552456,35.24686041,1761.973003
1091.92742,295.7179599,1066.782594,1523.558698,1090.873669,1534.929698,1103.69377,300.150176,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,-24.38412095,11.2685902,35.65271116,1782.26128
1091.927412,295.7179578,1066.782586,1523.558687,1090.792439,1534.848466,1103.612541,300.068952,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,-24.54910423,11.47352115,36.02262538,1800.753108
1091.927404,295.7179557,1066.782579,1523.558676,1090.709805,1534.765828,1103.529906,299.9863234,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,-24.69786425,11.66189099,36.35975525,1817.606062
1091.927397,295.7179535,1066.782571,1523.558665,1090.625879,1534.681899,1103.445981,299.9024033,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,-24.83184112,11.83513527,36.66697639,1832.963894
1091.927389,295.7179514,1066.782563,1523.558654,1090.540765,1534.596782,1103.360867,299.8172951,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,-24.95234861,11.99456359,36.9469122,1846.957746
1091.927381,295.7179493,1066.782556,1523.558644,1090.454558,1534.510572,1103.274659,299.7310932,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,-25.06058525,12.14137067,37.20195592,1859.707254
1091.927373,295.7179472,1066.782548,1523.558633,1090.367343,1534.423353,1103.187444,299.6438839,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,-25.1576444,12.27664642,37.43429082,1871.32156
1091.927365,295.7179451,1066.78254,1523.558622,1090.279199,1534.335207,1103.0993,299.5557459,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,-25.24452352,12.40138514,37.64590867,1881.900231
1091.927358,295.717943,1066.782533,1523.558611,1090.190199,1534.246203,1103.0103,299.4667513,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,-25.32213259,12.51649391,37.83862651,1891.5341
1091.92735,295.7179409,1066.782525,1523.5586,1090.100408,1534.156409,1102.920509,299.376966,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,-25.39130173,12.62280023,38.01410196,1900.30603
1091.927342,295.7179388,1066.782518,1523.558589,1090.009887,1534.065884,1102.829987,299.2864501,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,-25.45278825,12.72105899,38.17384725,1908.291618
1091.927334,295.7179366,1066.78251,1523.558578,1089.918689,1533.974684,1102.73879,299.1952586,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,-25.50728303,12.8119589,38.31924193,1915.559825
1091.927326,295.7179345,1066.782502,1523.558567,1089.826867,1533.882858,1102.646967,299.1034419,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,-25.55541633,12.89612821,38.45154454,1922.173567
1091.927319,295.7179324,1066.782495,1523.558557,1089.734465,1533.790454,1102.554566,299.0110459,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,-25.59776312,12.97414009,38.57190322,1928.190238
1091.927311,295.7179303,1066.782487,1523.558546,1089.641527,1533.697512,1102.461627,298.9181129,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,-25.63484796,13.04651742,38.68136538,1933.662197
1091.927303,295.7179282,1066.78248,1523.558535,1089.548089,1533.604071,1102.36819,298.8246812,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,-25.66714935,13.11373721,38.78088656,1938.637211
1091.927295,295.7179261,1066.782472,1523.558524,1089.454189,1533.510168,1102.274289,298.7307864,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,-25.69510383,13.17623463,38.87133847,1943.158857
