vc1,vc2,vc3,vc4,vc5,vc6,vc7,vc8,g1upper,g1lower,g2upper,g2lower,g3upper,g3lower,g4upper,g4lower,g5upper,g5lower,g6upper,g6lower,g7upper,g7lower,g8upper,g8lower,i1,i2,iout,vout
1090.265145,295.5979102,1059.77501,1509.592028,1086.206227,1542.400581,1104.73347,297.0546013,1,0,0,1,0,1,1,0,1,0,0,1,0,1,1,0,-6.915400192,-18.93262789,-12.01722769,-600.8613849
1090.314511,295.5979081,1059.775002,1509.641391,1086.341435,1542.40057,1104.733462,297.1898154,1,0,0,1,0,1,1,0,1,0,0,1,0,1,1,0,-6.909360754,-18.92791018,-12.01854942,-600.9274712
1090.363835,295.5979059,1059.774995,1509.690711,1086.476609,1542.400559,1104.733455,297.3249948,1,0,0,1,0,1,1,0,1,0,0,1,0,1,1,0,-6.903291726,-18.9228975,-12.01960577,-600.9802885
1090.413114,295.5979038,1059.774987,1509.739988,1086.611746,1542.400548,1104.733447,297.4601373,1,0,0,1,0,1,1,0,1,0,0,1,0,1,1,0,-6.897181686,-18.91760173,-12.02042004,-601.0210022
1090.46235,295.5979017,1059.774979,1509.789221,1086.746844,1542.400537,1104.733439,297.595241,1,0,0,1,0,1,1,0,1,0,0,1,0,1,1,0,-6.891020243,-18.91203375,-12.02101351,-601.0506754
1090.511542,295.5978996,1059.774972,1509.838409,1086.881901,1542.400526,1104.733431,297.730304,1,0,0,1,0,1,1,0,1,0,0,1,0,1,1,0,-6.884797934,-18.90620349,-12.02140555,-601.0702778
1090.560688,295.5978975,1059.774964,1509.887553,1087.016916,1542.400515,1104.733423,297.8653244,1,0,0,1,0,1,1,0,1,0,0,1,0,1,1,0,-6.878506155,-18.90012004,-12.02161388,-601.0806942
1090.60979,295.5978954,1059.774957,1509.936652,1087.151887,1542.400503,1104.733415,298.0003006,1,0,0,1,0,1,1,0,1,0,0,1,0,1,1,0,-6.872137076,-18.89379171,-12.02165463,-601.0827316
1090.658846,295.5978933,1059.774949,1509.985705,1087.286811,1542.400492,1104.733407,298.1352307,1,0,0,1,0,1,1,0,1,0,0,1,0,1,1,0,-6.865683578,-18.88722611,-12.02154253,-601.0771264
1090.707855,295.5978912,1059.774942,1510.034711,1087.421688,1542.400481,1104.733399,298.270113,1,0,0,1,0,1,1,0,1,0,0,1,0,1,1,0,-6.859139191,-18.8804302,-12.021291,-601.0645501
